Location,Property Type,Size (sqm),Number of Bedrooms,Number of Bathrooms,Number of Floors,Year Built,Parking Space,Furnished,Proximity to City Center (km),Proximity to Schools (km),Price (RWF)
Musanze,House,117,1,1,3,2004,0,1,6.37212725771623,1.3005198130658915,1516479
Musanze,Apartment,110,3,2,1,2004,1,1,2.893633123080326,1.4642714938104833,-1037497
Kigali,Bungalow,130,4,3,3,1981,1,1,4.84849708102256,2.0923301167340673,6926058
Rusizi,Bungalow,147,2,3,2,2002,1,1,1.9238107765796952,0.0,3752099
Rwamagana,House,140,5,1,1,1991,1,0,3.837849727080508,2.6273920666558914,6202442
Musanze,Apartment,130,3,1,1,2022,1,1,7.626963322032923,0.2922521180781026,5098221
Rubavu,House,77,3,3,3,2004,1,0,8.544579393483506,0.949893802275021,2544569
Kigali,Villa,131,4,1,2,2017,1,1,5.287734592350409,2.9522953101888647,4844073
Nyamagabe,House,136,5,2,3,2010,1,1,3.6103659161680195,3.305605360501152,4817153
Rwamagana,Apartment,95,1,3,1,2018,1,0,6.726907273938071,1.354613231019593,346677
Gicumbi,Apartment,196,1,3,1,2014,1,0,5.701388166350856,2.660234582878573,2443813
Muhanga,Bungalow,177,1,3,3,1996,1,1,6.909855391801666,2.6130972300045805,3738493
Gicumbi,Bungalow,118,3,3,1,2010,1,0,5.803525378246349,0.7401054800349001,3138126
Nyanza,Bungalow,218,4,2,2,1989,1,1,2.2924568363013975,2.6567288279193715,5800877
Rubavu,Apartment,112,4,3,3,1982,0,0,9.597481233944928,1.9159923425038636,2171618
Kigali,Apartment,166,2,3,3,2016,0,0,3.6837187045167568,3.430366566362762,2011601
Rubavu,Villa,244,4,2,2,2020,1,1,6.115252071797157,2.7165816414382578,5377946
Rwamagana,House,107,1,3,2,1987,0,0,6.316041882356045,0.6678798413013833,3153061
Rwamagana,Apartment,152,3,2,3,2022,1,0,8.249356430108087,1.1202461030637796,248597
Rubavu,Villa,165,3,3,3,2008,0,0,5.6031981720532205,2.9525526074662745,4321214
Kigali,Villa,93,3,3,1,2012,1,0,2.832848307136387,1.4112582336341903,5846033
Musanze,House,116,1,2,2,2000,0,1,6.367127245105724,0.0,149645
Gicumbi,House,156,3,2,3,1988,1,0,4.810613988179227,1.1705049390628988,3802763
Musanze,House,94,4,1,3,1992,0,1,1.8786691405356066,1.653135707692742,1704884
Huye,Villa,237,3,2,3,2015,0,1,4.34854804453974,0.18228513288235382,2880017
Rusizi,Villa,168,1,2,3,1997,1,1,6.299758925680074,1.886535145999159,3823364
Nyamagabe,Apartment,152,5,2,2,2021,1,1,6.490625607895973,3.808487292943316,5997383
Gicumbi,House,156,5,3,3,2015,0,0,6.562739301767971,2.3216326933892444,5072495
Muhanga,Apartment,167,2,3,3,2007,1,0,6.333167341871253,2.051207641338553,6122044
Rubavu,House,71,4,3,1,1994,1,1,4.383269012615657,2.041776382359046,4529287
Rubavu,House,200,4,1,3,1995,0,0,7.287844495613037,3.551533185762314,3259982
Rwamagana,House,79,2,3,3,2001,1,1,6.216735539539836,2.2310672068017303,3685814
Gicumbi,Bungalow,95,3,3,3,2019,0,1,5.218531473993017,3.66135493463603,4382997
Kigali,Bungalow,125,1,2,1,1982,0,0,4.689717006096792,3.8444345436180023,4319541
Nyanza,House,120,4,1,3,2015,1,0,4.156139298291634,2.6318952280438372,2333647
Gicumbi,House,111,2,3,1,2020,1,0,5.613517742855234,0.010613283914952198,757572
Nyanza,Villa,165,2,1,3,1986,1,1,1.7525437181459336,0.0,1581459
Muhanga,Bungalow,108,1,2,2,2020,0,1,9.867585897751153,2.8946650484490872,5124649
Nyanza,House,56,3,1,3,2014,1,0,4.809474044166699,1.6805485706877317,633300
Musanze,Villa,261,2,3,1,2003,1,1,4.765608871000401,0.31939336107357064,5207215
Rusizi,Villa,144,1,1,3,2008,1,1,4.661371940926165,2.3669161846898796,3870185
Nyanza,Apartment,130,3,1,2,1994,0,0,4.759205429650893,0.5746743981188829,3868180
Kigali,Apartment,152,5,2,3,1997,1,0,7.355464995310947,1.7300437949684275,2239088
Gicumbi,Villa,142,4,1,3,2010,0,1,6.836782934087208,2.7974228368153207,5601007
Gicumbi,Apartment,97,2,2,1,1991,1,1,4.663799764720026,1.8962259866640092,-197614
Rusizi,House,156,3,2,1,2014,0,0,3.801963434561772,2.2525373710842773,6352242
Rubavu,House,163,1,2,1,2021,1,0,2.446519776201977,0.8350855947395792,1535265
Rubavu,Villa,155,2,3,3,1989,1,1,3.1799621517366004,1.2723092560675529,3444612
Rwamagana,House,185,2,2,3,2023,1,0,1.6828834294619264,2.611299708245386,4551863
Huye,Bungalow,134,1,1,3,1993,1,0,2.4984029501481233,4.550287489568591,2693927
Rubavu,Apartment,154,2,3,1,2001,1,1,4.508700986010061,0.1881423206824102,4675229
Kigali,Bungalow,215,4,1,3,1982,1,1,6.011232467335143,2.2013483287749804,4165400
Huye,Bungalow,78,3,3,3,1994,0,1,4.993482044385692,2.4727571901564347,-116075
Gicumbi,Bungalow,119,2,2,2,2013,1,1,8.115476841504982,2.075622883464514,2638400
Rwamagana,Bungalow,120,2,1,1,2015,0,0,2.7623288001229565,0.6049177397231971,2989694
Rusizi,Villa,191,2,2,3,2019,1,0,0.6861808515924279,2.4102930714002557,6518743
Rwamagana,Bungalow,57,5,1,3,2022,0,0,6.802495048526907,1.8470443279493194,3488493
Rusizi,Bungalow,82,5,1,1,2023,1,0,7.852793919412203,1.7939105154397272,3199734
Gicumbi,Bungalow,180,3,3,1,2018,1,0,4.732064127249709,1.7082204667930276,3637966
Nyanza,Bungalow,187,2,1,2,2013,1,1,4.852027747199839,1.7217526516030475,-15502
Nyamagabe,Villa,68,1,2,1,1982,1,0,2.439625760680684,2.6451521541236174,3514854
Rubavu,Bungalow,199,3,1,1,2023,0,1,6.374259476132559,1.1444114696033676,3600989
Rusizi,Bungalow,154,1,2,2,1989,0,0,4.075539175953379,1.7236215037070268,-337512
Rwamagana,Villa,106,1,1,1,2021,1,1,4.672411493586978,1.8606711036084072,2733915
Musanze,House,136,5,1,2,1991,1,1,4.518021518781215,2.105836382128824,6818044
Rubavu,House,170,3,3,1,1993,1,1,0.0,2.6816817628018397,5893606
Nyanza,Bungalow,258,4,1,1,2006,0,0,5.04668137192724,1.8892210244490792,7447956
Huye,Bungalow,143,5,3,3,1985,1,1,4.798088694736428,0.8369528416464234,8814290
Muhanga,Bungalow,189,4,1,2,2020,1,0,8.938830625861854,0.22529169117517522,2270125
Kigali,Apartment,96,4,3,1,2021,1,1,3.99211624375479,1.2734789072275916,6520155
Rwamagana,Apartment,140,2,1,2,2015,0,1,8.007087980255601,1.409909863918004,2922282
Musanze,Villa,167,4,3,3,1980,0,1,2.2747800205286572,2.618981628536405,3458606
Nyamagabe,Villa,109,1,3,3,1996,0,1,6.8900009716721975,1.1827151857768283,2321724
Rwamagana,Villa,203,3,2,1,2017,1,1,5.923819466345784,1.3573706880832774,4631980
Huye,Bungalow,154,3,2,1,1991,0,0,2.1130189452228687,2.7120092983346824,3473650
Nyanza,Apartment,197,3,2,2,1994,0,0,4.188867399201501,2.3352482515194204,6816193
Kigali,House,111,3,1,2,1982,1,1,0.34569202748163264,1.3703558379745353,5291398
Rubavu,House,179,1,2,2,2006,0,1,4.626095798305591,2.667406027025293,3853659
Nyamagabe,Apartment,96,5,2,1,1988,0,0,3.587849550214214,3.3349529740008688,892588
Rubavu,House,55,2,1,3,1987,1,0,4.050371951344099,2.45941416828067,3731497
Musanze,Villa,110,5,3,2,2001,0,0,5.22523700182231,0.8235474233625657,2558608
Rusizi,Apartment,89,2,1,1,1991,1,1,5.370603612105513,3.866825817033004,-857337
Musanze,Apartment,50,5,1,2,2019,0,0,3.8400087284778524,2.377524807886278,6474091
Kigali,House,95,5,1,1,2014,0,1,4.087031175005593,1.9168765145181144,1647261
Musanze,Bungalow,145,1,1,3,1983,0,0,6.067507673958435,2.123135689596473,2168739
Nyanza,House,152,2,3,1,2009,1,0,4.8807078454562065,1.351015247796594,3162556
Rwamagana,House,159,1,3,1,2001,0,0,6.552386388848497,0.9487182390114688,4241672
Musanze,House,117,1,1,1,2013,1,0,4.959693427990963,1.5347691494868416,2350330
Kigali,Bungalow,110,2,3,3,1994,0,1,2.704696946108189,1.9385051536170155,1670743
Kigali,Apartment,96,3,2,2,2020,1,0,3.798546792420904,2.811366830126449,2508736
Muhanga,Apartment,253,3,3,2,1985,0,1,5.986135144063078,2.0098613055495997,4416573
Gicumbi,House,216,4,3,2,2017,0,1,3.7329386477687274,3.0314141221038833,7606858
Nyamagabe,House,51,4,1,1,2018,1,0,7.115473612714844,2.1613967572782466,1878624
Huye,Apartment,108,2,2,3,2011,1,0,9.01384979483543,2.8974829192686617,3820235
Rwamagana,House,116,3,1,2,1982,0,1,3.3123927700163156,2.4716833330850028,1707410
Rwamagana,Apartment,171,3,2,3,2007,1,1,2.4154324020642024,4.754165164480387,5111240
Rusizi,Apartment,80,3,2,3,2011,1,0,6.666376077916012,0.2941971326438082,2332859
Huye,Apartment,240,4,1,1,1997,1,0,7.121039006169969,1.0654968369380196,3119609
Musanze,House,235,5,1,3,2001,1,0,8.23669180003781,3.2455609311720433,4494015
Gicumbi,Bungalow,148,3,3,1,1999,1,0,4.2125053727125765,3.7556817805570972,1433588
Gicumbi,House,184,5,2,1,2021,0,0,5.715106501675033,1.3488523852444596,6170700
Gicumbi,Bungalow,168,1,2,3,2006,0,1,4.671728940103242,3.2837007125531863,3072929
Rubavu,Bungalow,108,3,1,2,1982,0,1,8.536453832939825,1.0482938530314314,-371892
Nyanza,Bungalow,95,4,3,1,2022,0,0,2.572919238916005,0.6839474996609569,2545911
Kigali,Apartment,151,3,2,2,2002,1,1,4.603035362566478,1.6022751139530926,9638131
Nyamagabe,Bungalow,168,4,2,2,2013,1,1,8.342947458418912,3.3659525763650744,4282751
Rwamagana,Bungalow,117,1,1,1,2011,1,1,1.3170654298295754,1.880827942301023,-784816
Rusizi,Bungalow,135,1,1,2,2003,1,0,5.691771122077436,1.0939809231083704,2780556
Rusizi,House,218,5,1,1,2017,0,0,6.225483712535288,2.674195497806867,5353074
Kigali,House,171,1,3,1,1993,1,0,4.27167923870685,2.211359580119457,5486162
Nyamagabe,House,50,5,3,2,1990,1,0,3.0154307878462747,3.248217089968543,605882
Muhanga,Villa,115,3,3,2,1980,1,0,2.4647490249763147,3.2704220323342224,4742110
Nyanza,Apartment,183,5,2,3,1994,1,1,5.334493225917361,3.9688762901014343,3664844
Kigali,House,153,4,1,1,2022,1,0,6.032824308276309,0.8637617872678851,4304233
Muhanga,Bungalow,134,5,1,3,2007,0,1,7.503532287624887,3.008172005399426,8725741
Muhanga,Apartment,240,5,1,3,1980,1,0,3.1879189414846696,2.354983578541011,6553136
Nyamagabe,House,153,1,2,2,2019,1,1,5.617720953021044,1.8204767094331447,4046954
Nyamagabe,House,98,3,1,3,1987,1,0,4.8323311316406,1.7017360141501678,2263853
Musanze,Apartment,65,3,2,2,2006,1,0,3.279089016506961,2.798731523113663,4684972
Musanze,Villa,82,2,3,1,1998,1,1,3.326167908354675,3.1907582738833113,3656299
Nyamagabe,Apartment,130,3,3,1,1997,1,1,6.582378757029372,3.717092255280768,3720283
Rwamagana,Apartment,154,1,3,3,2020,1,0,2.069392476494041,1.061483990893311,3268565
Rwamagana,Apartment,61,1,2,3,1996,1,0,4.443367820936626,1.831453317324445,3166645
Nyamagabe,Bungalow,226,3,3,1,2002,1,0,5.424694820624482,2.0621485467669354,4441529
Huye,House,234,5,2,2,1989,0,1,5.934219401681553,1.407041463073687,4473339
Nyanza,House,225,2,1,3,2021,1,1,4.205534200964859,2.1499018156357557,4591140
Musanze,Apartment,208,5,3,2,1996,0,0,6.456767324918598,2.0698169596986937,3212404
Nyamagabe,Villa,81,4,2,1,2006,1,0,6.525075878163483,0.7985678424957727,5297035
Gicumbi,Apartment,166,2,2,1,1985,1,1,3.0698038087141954,0.03719792499086494,5144008
Huye,Villa,131,1,3,1,2020,0,1,5.399781330747218,0.9678964979743307,-991781
Musanze,Bungalow,50,5,1,3,1985,0,1,6.542668727928998,1.6918655068949175,6421308
Rubavu,Villa,162,5,2,3,1996,1,1,5.801071099359161,4.290158724523641,5962808
Nyanza,Villa,91,4,2,2,1981,0,0,6.164172390336209,1.852571402963204,2831030
Rubavu,Bungalow,171,2,1,3,1991,0,0,4.857340170255481,1.3660434361452565,-2338625
Rubavu,Villa,95,1,3,3,1990,1,0,6.003069488334265,1.5881436810499157,3833835
Rusizi,Villa,105,2,3,3,1992,0,0,5.0940982795597884,1.4681778151328413,3625801
Gicumbi,Villa,169,3,2,1,2001,0,1,7.408258475774611,2.860832006961566,1679131
Nyanza,House,220,4,2,1,1982,1,1,1.1538286967102618,2.210113649540666,5431163
Kigali,Bungalow,94,3,3,3,2004,1,0,2.264565864885392,2.4120158533293465,4208971
Rubavu,House,132,3,3,3,1993,1,1,8.425260812075972,3.2237783215603315,4425676
Rusizi,House,77,3,1,2,2010,1,1,2.9909595701394744,1.5086199986369324,2890817
Gicumbi,Villa,163,4,1,3,2004,0,0,2.5509306521490216,1.5091405297819993,6265258
Rwamagana,Bungalow,171,4,1,1,2022,1,1,6.081277463225774,2.00282799745268,9465940
Kigali,Villa,219,1,2,2,2021,1,0,3.8810865692933163,1.695500445466906,4920267
Muhanga,Bungalow,157,2,3,2,2014,1,0,6.309428115955478,0.9510765125470284,4101127
Muhanga,House,193,1,3,1,2023,1,0,5.120320935591449,2.3903382972962977,4234156
Rwamagana,Apartment,168,1,1,3,2016,0,0,4.1249469477727745,1.0592280939913,1103297
Nyamagabe,Bungalow,115,5,1,1,2011,1,0,5.06858150507811,0.013798971518972358,4713645
Rwamagana,House,79,1,2,1,1990,0,1,7.333622935589681,2.6681680541248163,1966756
Rwamagana,Villa,99,2,1,2,2002,0,0,2.3248702653865014,2.4755622730937104,1364817
Musanze,Apartment,77,5,2,2,2019,1,0,3.940302099486277,2.0415348668017486,5461367
Kigali,House,157,5,2,3,2008,1,0,3.8037614752767155,0.8003328584481209,4657750
Nyanza,Bungalow,95,4,2,3,2018,1,1,3.0185623597125746,1.5156808254759544,2028984
Rusizi,Bungalow,128,4,3,2,1985,1,1,3.639075740170789,2.224724680335303,5966884
Nyamagabe,Villa,131,5,2,2,1980,1,1,6.57455124995192,1.4274522546909107,4678123
Kigali,Bungalow,92,5,3,3,1993,0,1,4.3078812226861345,2.807718095814727,5767205
Kigali,Apartment,197,1,2,3,1998,1,1,0.0,2.791307537668286,3197477
Rusizi,Bungalow,166,2,3,2,1994,0,1,5.5908543651595135,1.2542227343667314,2246491
Gicumbi,Bungalow,150,4,2,3,2009,1,0,4.252288298260733,1.1676620514493212,4445664
Nyanza,Villa,168,5,1,2,1995,1,0,3.907555043906984,0.8793911644037531,5521464
Kigali,Apartment,240,3,1,3,2020,1,0,6.4551664868694765,2.279059313616701,5662961
Nyanza,Villa,143,4,3,1,1981,1,0,6.02070243286978,2.8182919042832033,1771271
Huye,Apartment,201,3,2,2,1999,0,0,5.353486424963839,1.9028107845327704,2767517
Rusizi,House,118,4,2,2,1980,0,1,4.432658354103681,0.8618201502861416,1017378
Rusizi,Apartment,79,3,2,1,1982,1,1,5.484445873375099,3.7082460472988137,5379428
Nyamagabe,Bungalow,153,5,3,3,1992,0,1,5.412582774026031,1.5354100856821307,7836179
Kigali,Bungalow,188,3,1,1,2007,0,0,5.0562376263788895,0.9218121489325732,1483734
Rwamagana,Apartment,114,2,1,2,2002,1,1,2.285248330781814,0.5729390969751629,4325937
Rwamagana,Bungalow,151,1,2,1,1981,1,1,3.7554774398009636,0.8259845156575627,660169
Rwamagana,House,256,4,2,1,2004,1,0,5.76188346682461,3.9997130384388724,4288253
Gicumbi,Villa,149,3,1,2,2014,0,1,6.995557716856985,3.0059785966338626,-126282
Nyanza,Villa,50,3,2,3,2011,0,1,4.738193891331754,1.5079362973610815,631101
Musanze,House,195,1,3,1,2016,0,1,4.26480297442704,2.2317715980528954,1824207
Musanze,Bungalow,192,2,2,3,2017,1,1,5.886894966427593,1.2547374613896518,9790993
Huye,House,154,1,1,2,1989,1,0,4.132176481763623,1.3350036972859316,410261
Muhanga,Villa,114,3,2,1,1995,1,1,4.662363746174954,3.548053283727641,1477430
Rusizi,House,193,3,1,1,2015,1,1,6.436086774219106,2.5637866496434567,4911074
Musanze,Bungalow,170,3,1,2,2001,0,0,3.7139649521222573,0.8322119183656396,2602511
Nyamagabe,Bungalow,168,4,2,1,2006,1,0,3.2273215074790915,1.852775991208519,5221145
Nyanza,Apartment,128,5,2,3,2013,1,1,7.120899738448943,3.3201335975533093,3354474
Gicumbi,House,225,2,1,2,2023,0,0,5.218621752405667,1.5138890060754555,1635388
Rwamagana,Apartment,133,2,1,1,2007,1,0,5.409550891666388,3.5218991035253,2227843
Muhanga,Bungalow,192,5,2,2,2004,1,1,5.014282059691966,2.1016857861561924,8301064
Huye,Villa,92,3,3,2,2013,0,0,3.0491254361665323,2.2247998171272676,4031054
Huye,House,138,4,2,2,2005,1,1,6.829055635493981,3.078910683431551,6277257
Nyanza,Villa,220,1,2,2,1989,1,0,4.905290515953257,1.5869305921715104,5320496
Rusizi,Bungalow,127,3,1,1,1993,1,0,5.954597739880409,1.906130749724223,1338242
Rubavu,House,222,2,3,3,1985,1,1,6.753272059740654,2.6753141847881268,2637831
Rusizi,Bungalow,224,1,2,3,1981,0,0,3.7246145816048806,3.526132625918725,3149226
Nyamagabe,Apartment,71,5,3,2,1981,1,1,5.379552621702746,2.308654315564685,3152123
Rwamagana,Bungalow,216,3,3,3,2001,0,0,7.046719139133327,3.8264981233310786,4682044
Huye,House,102,1,2,2,1998,0,1,6.118224342268938,2.4480316026967484,6000990
Rubavu,House,236,3,2,3,1987,0,1,4.700057141927911,3.035933109999543,5031801
Rusizi,Villa,150,1,3,2,1989,1,1,4.656465636577779,0.0,5897282
Rubavu,Bungalow,196,3,1,3,1991,1,0,4.3687353715237505,3.4181641075375206,5708950
Muhanga,House,141,4,2,1,2018,0,1,5.533660314969842,0.0,4837640
Huye,House,232,2,1,2,1999,1,0,10.592357339799694,0.7133928277694046,7500639
Rwamagana,Bungalow,172,5,2,1,2017,0,1,4.116814475067005,1.89272560966712,3638063
Kigali,Bungalow,138,2,3,3,1988,0,1,4.7769416248477,4.314988682663621,2998918
Nyanza,Bungalow,229,2,1,3,2007,1,0,5.617661640054484,2.8920655228571106,1189692
Nyamagabe,Bungalow,62,2,1,1,1984,1,0,3.503012403078642,2.7509854057848067,1096278
Gicumbi,Bungalow,161,1,1,3,1998,1,1,5.155573711708174,0.7878282577149784,2132029
Musanze,Apartment,194,5,3,1,2001,1,0,6.535705346293593,1.3404657979396486,4295705
Nyanza,House,113,2,1,1,2017,0,1,5.557207899479787,3.77708773323193,3762849
Nyanza,Apartment,187,4,1,1,2021,1,1,3.032624815338753,1.9172971705311266,1436618
Gicumbi,Apartment,159,2,3,2,1998,1,1,7.119835761649053,1.8981137479075874,4915927
Huye,Villa,192,1,3,3,2007,1,1,3.8986460980948,0.688999088726284,3746918
Musanze,House,109,3,1,1,2005,0,1,3.1660916289083256,2.743674883906092,6155920
Huye,Villa,155,1,2,2,2000,0,1,5.008635347211582,2.6084840235156466,3572918
Huye,House,232,4,1,1,2014,1,1,2.4759633794160716,2.755140245830657,4894216
Rusizi,Apartment,50,1,3,1,2020,0,1,1.6371838517476984,2.216038906009187,1880225
Rubavu,Apartment,190,3,2,2,1988,0,0,5.468562989174625,1.4844999335593223,3153525
Gicumbi,House,218,3,3,2,2016,0,0,9.567629752452708,1.0770060646666972,-108022
Muhanga,House,205,3,3,2,1995,1,1,7.517413322398693,1.8838750641714073,1798199
Rusizi,Apartment,181,3,1,1,2016,0,0,6.2757229042881395,1.6422543753839904,6071781
Rubavu,Bungalow,184,4,1,3,2022,1,1,5.7574831926900085,2.595671125736164,2877815
Huye,Bungalow,233,2,1,1,2006,0,0,4.641175187020528,3.0631471901457585,5601967
Muhanga,Villa,119,1,1,3,1985,1,0,5.542318412380201,2.1175960064267594,3720552
Nyamagabe,Bungalow,208,3,1,2,1986,0,1,3.4557641210336296,2.2621895032002337,4867788
Nyamagabe,House,132,2,2,3,1980,1,0,1.7002484073874737,1.13804502020559,5064932
Gicumbi,Villa,115,3,1,2,2016,1,1,6.332345887068202,2.4614465408582085,5378926
Huye,Villa,171,2,1,3,1990,1,1,4.871347852165328,1.3279146568186475,3135255
Rusizi,Villa,117,5,1,3,2002,1,1,3.832068258341385,2.555223161840509,6091067
Huye,Bungalow,116,1,3,2,2017,0,0,5.079989206968035,2.2149776751179493,-1241554
Nyamagabe,Villa,50,4,2,3,2000,1,0,4.177644497289238,3.508870016018427,3704631
Gicumbi,Apartment,165,2,1,3,2000,1,1,6.28697735228424,2.012885946118741,4204857
Rwamagana,House,146,3,3,1,1993,1,1,7.933445951243918,1.9405272743055542,2983080
Musanze,Villa,136,1,1,3,2011,1,1,3.84794292222489,3.6418949272323338,2666915
Gicumbi,Villa,189,5,2,1,2000,1,1,5.18118054374902,2.107617102879762,2183525
Muhanga,Apartment,187,3,1,1,1995,1,0,6.431220352482228,1.8566952125489729,-1100766
Muhanga,Villa,168,5,3,2,1997,1,1,6.711272727524062,3.1227668915945426,5591379
Nyamagabe,Apartment,82,3,1,1,2014,0,0,5.614465730830151,0.5259954350771487,3474631
Nyanza,Bungalow,100,2,2,3,1980,1,0,4.291429174562334,1.5194346630322568,3972636
Gicumbi,Bungalow,211,4,3,2,2017,1,1,5.22390330455647,2.7973834216059297,4898154
Nyanza,Villa,71,1,3,3,2017,1,0,5.304596430511887,2.5004136560978525,1485952
Musanze,Apartment,112,5,3,3,1980,0,0,6.713494851538387,2.5418069757519968,1458785
Huye,House,264,4,3,2,2001,1,0,10.96269203256703,2.766029088208744,8805694
Nyamagabe,Villa,69,4,3,1,2017,1,0,4.686036256348629,1.776738201348254,3569888
Kigali,Bungalow,138,2,3,2,1992,1,1,7.905623788547464,1.6554459112731084,7435649
Rubavu,Villa,195,4,3,2,2006,1,0,5.8379189624228776,2.772726869659613,5405378
Rubavu,Bungalow,208,5,1,3,2007,1,1,3.6209221481398473,0.8274907169098575,7369652
Nyamagabe,Bungalow,188,2,3,2,1986,0,1,7.3998641963189105,2.6740999980958655,556831
Rusizi,Bungalow,109,2,1,1,1990,1,1,1.2761062385092155,3.5500047883993977,887519
Huye,Apartment,50,4,3,2,1987,1,1,1.0355015252170436,1.876385764875927,5351888
Rwamagana,Apartment,143,2,3,3,2005,1,0,4.326163862209506,3.706703509643991,2478435
Kigali,House,199,3,1,3,1991,1,1,5.911203143951742,2.140068567360159,8613494
Muhanga,House,127,1,3,3,2004,1,1,8.809840867017144,1.3130475202835854,7213779
Huye,Villa,85,1,1,3,1998,0,0,0.2899415512904575,1.460803140530465,2657051
Muhanga,Apartment,224,4,3,3,2017,0,1,8.538024319361499,2.513767631945907,4037608
Muhanga,Bungalow,151,4,3,2,1988,0,0,8.14712784920663,2.935818179642157,5861605
Rubavu,Villa,117,3,3,1,1985,1,0,2.105663077374933,2.803707392158338,6284371
Rusizi,Bungalow,144,5,3,3,2012,0,0,2.464252217238162,2.5588085449394717,5017997
Rwamagana,Bungalow,83,4,3,2,2010,0,0,2.9836602208151004,4.603195879330091,2298876
Kigali,Bungalow,200,1,3,1,2001,1,1,6.9056525128149895,2.6438277684651283,670619
Kigali,Villa,118,1,3,3,2001,0,0,1.5056220904067183,3.095224568861712,3851743
Huye,Villa,89,1,2,2,1990,1,0,2.959298181476991,2.8750022281753953,3790589
Rubavu,House,104,1,2,2,2010,1,1,4.86043306808395,1.4194101718708945,1257980
Rusizi,Bungalow,85,3,2,1,1984,1,1,4.423333471805557,3.5879372122689768,-166063
Huye,Apartment,145,2,1,3,2018,0,0,0.20912470003584094,2.40639580839622,3385476
Nyanza,Bungalow,186,5,3,1,1985,1,0,5.156423764147768,0.23152797745322995,7779201
Huye,Villa,154,1,1,3,2005,1,1,4.490435673701833,3.2493222685330223,-1057836
Muhanga,Bungalow,195,2,2,3,2009,0,1,0.5218654117963952,2.09841627334105,3385879
Nyanza,Villa,136,1,1,3,1986,1,0,7.064596028728448,2.525914469584156,1034248
Rwamagana,House,50,3,2,2,2021,0,0,4.648822533870047,0.9485456121091467,3201566
Rwamagana,Bungalow,158,2,3,2,2020,0,1,4.884985508548937,3.1452155272351314,6321637
Musanze,Apartment,50,2,2,2,2013,1,1,5.546992422603756,1.8337340025909465,-2363920
Rubavu,House,155,5,3,2,1992,0,0,5.543754672247389,1.6417606885779636,4941950
Kigali,House,105,4,3,3,2021,0,0,7.096183923166587,3.2631998925419605,3618242
Kigali,Apartment,93,4,1,3,1999,0,0,1.4895991604421974,3.0921003069763575,3551368
Rusizi,Villa,165,4,3,3,1991,0,1,7.819601081554192,1.9038122994395719,4593707
Rusizi,House,228,2,1,1,2009,1,0,6.576806330942627,0.03610203115930899,3188695
Muhanga,Villa,105,3,1,2,2013,0,0,6.868886668870359,1.208096632584909,4729907
Musanze,House,78,2,2,3,1985,1,1,4.85293136254272,2.9752718052875697,2639307
Musanze,Villa,154,1,1,2,1980,0,1,6.854629095421182,1.5601583851651395,1207520
Musanze,Apartment,164,4,3,3,1998,1,1,2.6391835472208998,1.8981531173419495,7317039
Gicumbi,Villa,171,1,3,1,2022,0,0,5.461630608142703,2.443181643001372,6266142
Musanze,Bungalow,58,5,1,2,1989,1,0,4.3706473430099555,2.1342899965034046,5697897
Kigali,Apartment,83,1,2,1,1985,0,1,6.601483639865869,2.0994112051643397,3222767
Nyanza,Bungalow,206,3,2,3,2003,0,1,7.463388878949097,3.1367325496649707,4566591
Muhanga,Bungalow,123,2,1,1,2022,0,1,2.778789339613519,0.43147160831085607,2444847
Musanze,Villa,163,3,1,1,1992,0,1,3.144427570428965,4.173860387390586,6165405
Rwamagana,Villa,143,4,3,1,2003,1,1,3.457186698361467,2.3483471800432167,3679284
Rubavu,Bungalow,135,3,2,1,1984,0,1,6.540136156665946,3.0371586731664895,5221131
Rwamagana,Villa,119,1,2,1,2014,0,0,3.826189931680534,2.969526034952538,1416087
Musanze,Villa,122,1,1,1,1994,0,0,5.855909750186322,1.9028030753547358,3136652
Nyanza,Bungalow,77,3,2,1,2016,0,1,5.4848967285882315,1.2215079618778157,5696859
Huye,Villa,175,5,3,3,1987,0,1,1.3691370012867439,1.9695702695388835,6189128
Rwamagana,Villa,91,5,2,2,2000,1,0,5.869180987056026,2.7009413927854355,4778982
Nyamagabe,House,217,1,2,1,2002,0,0,2.693109199869661,1.2172255510931411,3274383
Rusizi,Bungalow,88,1,1,1,2019,1,0,6.133434537411242,1.4180346900737406,2884722
Huye,Bungalow,189,2,3,2,1981,1,0,7.9150730476738715,0.0,2003737
Musanze,House,163,2,2,1,2000,0,1,5.321425136002169,1.7665469878530127,1304144
Nyamagabe,Bungalow,182,3,3,1,1999,1,1,1.5933628803036246,1.5132783957783849,5493560
Gicumbi,Apartment,240,4,2,2,2009,1,1,5.230649772792118,1.6906035697858222,9467780
Rwamagana,Bungalow,121,5,3,2,1999,0,1,2.6714680340964505,1.6752564382751787,4510092
Rwamagana,Bungalow,237,2,1,3,1982,0,1,7.292814213464378,2.008259197677856,-43550
Nyanza,Apartment,212,3,2,2,1985,1,1,4.947276098125995,3.5536915650543115,3517176
Nyanza,Bungalow,193,3,1,3,2013,0,0,4.469667124087933,1.0847510719289422,2119638
Kigali,House,180,3,3,3,2012,1,1,5.023190774592566,1.9827005018658517,4027398
Rwamagana,Bungalow,99,5,3,2,1980,1,1,4.8026214029390575,2.9839769121508,5345013
Nyamagabe,House,193,2,2,1,2004,1,1,5.907164374208342,1.7498092605494502,7174593
