Location,Property_Type,Size_sqm,Number_of_Bedrooms,Number_of_Bathrooms,Number_of_Floors,Year_Built,Parking_Space,Furnished,Proximity_to_City_Center_km,Proximity_to_Schools_km,Security_Features,Price_RWF
Gacuriro,Villa,176,5,1,1,2002,0,1,4.53270148,2.424676163,0,4049320
Kimironko,House,192,4,3,3,1993,1,0,3.835078802,3.211334734,1,7264163
Kicukiro,Apartment,173,4,2,3,2013,1,1,5.579929313,0.213320163,1,4558102
Kacyiru,Villa,77,4,3,2,1996,1,0,6.148635942,3.312474434,1,4043804
Remera,Villa,196,3,3,3,2006,0,0,4.807492602,1.98399906,0,5109897
Kimironko,Bungalow,153,5,2,1,1998,0,0,5.032885456,3.038133731,1,3062789
Remera,House,50,2,3,3,2020,1,0,5.629958385,1.240912532,1,5369247
Nyarutarama,Bungalow,161,1,2,1,1994,0,0,5.654361502,1.431114897,0,3730977
Kacyiru,Apartment,170,4,1,2,2003,1,1,4.490355609,1.63663715,0,3507932
Kicukiro,Villa,245,5,2,2,1999,0,1,6.259470912,3.150484154,1,5726430
Nyamirambo,Bungalow,111,1,1,1,1996,1,0,3.242318127,0.182480577,1,523236
Gacuriro,House,142,2,3,3,2012,0,0,4.339993638,1.533984279,1,805234
Kicukiro,Apartment,167,4,2,1,1983,1,1,3.353353113,1.99942019,1,6887643
Nyarutarama,Bungalow,89,2,2,1,1989,1,0,5.762742896,2.15901893,0,4299623
Remera,Villa,84,2,1,2,2016,0,0,8.886504482,1.243075664,1,4425433
Remera,Bungalow,153,1,1,3,2003,0,0,4.447893544,3.864690889,1,2674232
Remera,Villa,192,1,2,1,1981,1,0,4.542191956,3.571708294,1,5144398
Nyamirambo,Apartment,186,1,3,3,1984,0,1,2.699312354,1.824902308,1,1423181
Kibagabaga,Apartment,164,1,1,1,2008,0,1,5.444428879,1.652903882,1,428608
Kibagabaga,Bungalow,150,3,3,2,2020,1,0,3.164603904,4.121691021,1,6600066
Kimironko,Bungalow,92,5,1,3,2003,1,0,7.265110394,3.131934769,0,5075566
Nyamirambo,Bungalow,235,1,3,3,1993,0,1,5.278518672,2.375500959,1,232213
Nyarutarama,House,121,4,2,3,2017,1,1,4.45385226,1.910617222,0,2209592
Kibagabaga,Apartment,221,5,2,3,1980,0,0,6.340180139,3.3279164,1,5437833
Kimironko,House,202,1,1,3,2017,1,0,8.758658174,3.327776667,0,5159016
Kibagabaga,Apartment,119,5,1,1,2013,1,0,6.570630223,2.267256552,0,2490652
Kanombe,Villa,230,1,1,3,1998,0,0,3.463268873,3.171586024,1,4797622
Kicukiro,House,228,4,2,1,2016,0,0,4.377677864,1.318759787,1,-782252
Gacuriro,Villa,172,4,2,1,2000,0,0,7.989967467,1.252147277,0,5199385
Kacyiru,Bungalow,152,3,2,3,2009,0,0,4.272364435,2.495697684,1,5551730
Nyarutarama,Villa,178,5,1,2,1994,0,1,7.076198714,1.929808008,1,5174804
Remera,Apartment,270,3,2,3,2023,1,1,7.66436454,4.081421736,1,6551421
Nyarutarama,Apartment,199,2,2,1,1987,1,0,5.574370256,1.131784595,1,6309032
Nyarutarama,Apartment,168,3,1,3,1997,0,1,6.176006422,2.151099957,0,3981017
Gacuriro,House,221,3,2,3,2014,1,1,3.614722206,2.122335216,1,3184679
Kanombe,Apartment,179,1,3,3,1982,0,0,5.929962797,2.439127124,1,4765445
Nyamirambo,House,167,3,2,3,2015,1,0,5.565741806,2.813776351,1,6458822
Nyamirambo,Apartment,135,3,1,3,2020,0,1,4.951104249,2.764093945,1,4295319
Kacyiru,Villa,149,4,2,1,2010,1,0,4.76212711,2.905586059,1,6803249
Kacyiru,Apartment,152,1,1,2,1995,0,0,3.586429505,1.185183453,1,1487956
Kibagabaga,Bungalow,115,2,3,3,2008,1,1,6.02663343,0,1,3356556
Remera,Bungalow,93,3,2,3,1984,1,0,4.956847874,2.798643348,0,1610986
Remera,Apartment,241,2,3,3,2001,0,1,5.763838784,2.344942885,1,7850553
Kacyiru,House,181,1,3,1,1987,1,0,4.558079358,1.024577375,1,3956573
Gacuriro,Apartment,95,5,3,3,2015,0,0,6.324806493,2.992022662,1,3791998
Kibagabaga,Bungalow,153,4,3,2,1994,1,0,1.970742946,3.072790014,0,6464129
Kanombe,Villa,177,4,2,1,2001,1,0,9.132444836,0.023286423,0,5993338
Kibagabaga,Apartment,135,1,2,2,2003,1,0,2.715181103,2.318185102,1,3558612
Nyarutarama,Villa,169,3,3,3,2019,1,0,6.079346321,2.074790793,1,7024876
Nyamirambo,Villa,243,5,2,3,2018,0,1,4.024442444,1.587921002,1,5198278
Kanombe,Bungalow,144,1,3,1,1988,0,1,3.389051266,1.949190795,0,2765430
Kimironko,Apartment,123,1,2,1,1993,1,0,5.810739464,2.547843265,1,-1557106
Remera,Villa,55,5,2,2,1989,1,1,3.414907351,1.956694651,0,1316786
Kanombe,House,150,1,1,1,2008,1,0,1.608246455,2.139704472,1,2085867
Remera,Bungalow,141,5,2,2,1988,1,0,4.443820196,2.106522972,1,7193700
Kicukiro,House,148,1,3,3,1998,0,1,6.418659192,1.289030007,1,133619
Kibagabaga,House,107,1,2,1,2006,1,1,3.885649544,1.639130169,1,-1700804
Kicukiro,Bungalow,176,3,3,1,2021,1,0,1.866470255,0.646866802,1,4748164
Nyamirambo,Apartment,133,3,3,1,2001,0,1,3.88369003,3.282416522,1,2761829
Gacuriro,Villa,131,1,3,3,1992,1,0,2.677066007,1.840440762,0,5346525
Gacuriro,Bungalow,50,4,1,1,1980,0,1,4.711901711,2.794011856,1,2633002
Remera,Bungalow,145,1,1,3,2001,1,0,4.105484309,2.327175819,1,-202861
Kanombe,House,125,3,3,3,1987,0,0,3.033951045,1.435028999,1,2965076
Kibagabaga,House,137,3,3,2,2022,1,0,5.617888113,2.743571059,1,4856332
Kacyiru,Bungalow,75,5,2,2,2000,0,0,2.902857924,1.472690723,1,7459810
Kacyiru,Villa,97,3,2,1,2007,0,0,6.293994687,3.189585192,0,3805706
Remera,Bungalow,155,4,3,2,2000,1,0,5.122582702,0.577841006,0,2854546
Gacuriro,Bungalow,96,2,3,3,2006,0,0,5.63985688,2.087275742,0,3206052
Remera,Bungalow,130,3,3,3,1997,1,0,6.077391002,1.232651306,1,5955767
Nyarutarama,House,183,4,3,3,2015,0,1,3.521044594,0.874076375,1,2405615
Gacuriro,Villa,227,2,3,1,2012,1,1,4.450505435,1.813890187,1,4829577
Nyarutarama,Bungalow,134,1,1,3,1985,1,0,1.596184485,2.999506886,1,3548610
Kacyiru,House,158,4,3,3,2013,0,1,6.09925145,1.84581733,1,7650085
Gacuriro,Apartment,78,4,2,2,2020,0,1,3.123348779,0.070246938,1,5629544
Remera,House,169,5,2,3,1990,0,1,7.489461065,2.397230813,1,4604617
Kicukiro,House,153,4,1,1,2000,1,0,3.517992633,2.182824513,1,6300737
Kibagabaga,Villa,122,4,1,2,1988,0,1,2.618513946,1.474154013,0,2093443
Remera,Villa,218,5,1,1,1988,1,1,7.547267376,2.667906093,1,3639308
Kicukiro,House,157,5,2,2,2016,1,0,5.483565331,0.388269619,1,4736750
Kimironko,Bungalow,160,5,3,1,1986,0,1,5.759715105,2.394267245,1,4772792
Kicukiro,Bungalow,208,3,2,2,2017,1,0,4.090140829,3.291534207,1,1356531
Gacuriro,Villa,129,5,2,2,2008,0,1,3.085026687,2.576127893,1,1158906
Kicukiro,House,50,4,1,2,1985,1,1,2.150374944,1.592999194,1,1726508
Nyamirambo,Bungalow,188,2,2,3,1989,0,1,4.291824707,1.492721163,1,3586582
Nyarutarama,Bungalow,188,3,3,3,1990,1,1,5.450329683,0.630291776,1,3130559
Nyamirambo,Bungalow,133,4,2,3,2006,1,0,9.550326073,1.063767507,0,5465520
Kibagabaga,Villa,123,1,1,3,2003,1,1,5.845383546,1.065611995,0,1468720
Kanombe,Bungalow,179,4,1,1,2001,0,0,4.285495618,1.720488216,1,3286016
Nyamirambo,Apartment,50,1,1,1,1992,0,0,8.584440276,2.254855713,1,1009177
Kibagabaga,Villa,229,2,3,1,2006,1,1,5.021525165,3.47891954,0,6042023
Kicukiro,Bungalow,93,5,2,3,2017,1,1,4.019004752,4.345568652,1,-1561923
Kibagabaga,Bungalow,146,5,3,3,1985,1,0,6.376806403,1.513070962,1,4389907
Kanombe,House,87,4,3,2,2016,1,0,6.761528654,0.738470462,0,3466132
Kimironko,Apartment,146,2,2,1,1984,0,1,2.139941295,1.992569685,1,1382359
Kacyiru,Bungalow,71,3,3,1,1985,0,1,7.659522567,1.797339352,0,1644662
Kimironko,Apartment,127,3,2,2,1999,1,1,5.523885885,2.200668478,1,6200518
Kanombe,House,148,5,1,2,2000,0,1,2.277452615,1.259975944,1,1440239
Kimironko,Bungalow,91,1,1,2,2018,1,1,4.918786781,3.371447848,0,5073283
Kimironko,Apartment,202,4,1,2,2012,0,1,4.161855201,0.502327299,1,4523618
Remera,Apartment,195,5,1,3,2003,1,0,4.883149155,3.899692272,1,6113694
Kicukiro,Bungalow,159,2,1,3,2011,1,1,7.734472123,1.096765475,1,1388817
Nyamirambo,House,129,1,1,1,1999,0,1,1.660690512,2.679955361,1,-578062
Remera,Bungalow,103,1,1,1,1995,0,0,8.694196847,1.681279985,1,5568136
Gacuriro,Apartment,124,1,1,3,2006,1,0,7.254213665,2.627888623,1,3042896
Kacyiru,Bungalow,111,4,2,1,2009,0,1,3.382550751,2.958421359,1,3820431
Gacuriro,Villa,170,1,2,3,2000,0,1,3.562984546,2.73757104,0,3112658
Kicukiro,House,50,4,1,1,1988,1,1,2.871723039,2.266378673,1,2647667
Nyarutarama,Villa,157,4,2,2,2022,0,1,0.984446998,0.664594124,0,5428666
Remera,House,197,5,1,3,1994,1,1,4.709250553,1.508844046,0,8185318
Kicukiro,Bungalow,184,5,1,2,1987,1,1,3.724708512,3.895896504,0,1677861
Kacyiru,Villa,57,4,3,2,1998,1,0,0,1.136727121,1,5392536
Nyarutarama,Bungalow,192,3,1,3,1999,1,0,3.877732699,2.399819972,1,2100435
Nyarutarama,Apartment,190,5,1,3,2004,0,0,7.357042406,3.30660068,0,3996593
Kicukiro,House,173,1,2,1,1990,1,0,6.540543229,1.518664835,1,-3189221
Remera,Bungalow,229,3,1,3,1986,1,1,7.561873268,2.032387414,1,6099023
Kanombe,Bungalow,215,4,3,2,1983,1,1,10.14240449,1.156487516,1,4558625
Kicukiro,Apartment,100,5,1,3,2004,1,1,4.517575687,3.747522395,1,5347594
Gacuriro,Apartment,115,1,3,1,1993,0,1,6.155206652,2.056003821,1,5677998
Kacyiru,Bungalow,174,5,1,1,2012,1,0,5.378869139,0.610534085,1,2947306
Kimironko,House,142,4,1,3,2008,1,1,5.469871661,3.061260557,1,6989715
Kibagabaga,Villa,186,1,1,3,2014,1,1,4.725010817,0.843988312,1,5438050
Gacuriro,Bungalow,50,3,2,1,1985,1,0,3.213989475,1.475889595,0,3764559
Nyarutarama,Villa,90,2,3,2,1997,1,0,7.384340709,2.570557957,1,4356072
Remera,Apartment,80,3,3,3,1987,0,1,4.858727231,3.622268035,1,4738057
Kicukiro,House,201,2,3,2,2011,1,0,5.078933418,0.642324578,1,3822669
Kacyiru,House,212,5,3,3,2016,0,0,1.160642563,2.47682789,1,4248910
Kacyiru,Bungalow,96,3,1,3,2016,1,0,6.707583919,3.418655078,1,4704158
Kimironko,Apartment,115,3,2,3,1997,1,0,7.731031642,0.607711389,0,6408069
Gacuriro,Apartment,101,5,2,1,1993,1,0,4.647616511,1.563076857,0,6083095
Kacyiru,Bungalow,71,3,3,2,2016,1,1,7.763246474,1.981494845,1,6738875
Kicukiro,Apartment,176,3,3,1,1980,1,1,2.127626302,0.608367882,1,5480141
Kacyiru,Bungalow,76,2,3,3,2013,0,1,6.33363769,1.702473018,1,2868115
Kanombe,House,166,1,2,3,2005,0,0,4.137312385,0.348191826,1,3438402
Kacyiru,Bungalow,176,2,2,1,1983,0,0,3.999475556,2.714528822,1,2616174
Kanombe,Bungalow,82,3,1,2,2016,0,0,6.286408534,3.275082147,0,951357
Nyamirambo,Villa,183,2,1,3,1981,1,0,5.938968392,2.036799176,1,1658683
Kimironko,Villa,140,4,1,1,2017,0,1,6.268007697,1.56816281,1,467350
Remera,Apartment,147,1,2,1,2018,1,1,5.710727684,2.381580505,0,1415150
Nyamirambo,Villa,185,2,3,2,1995,0,0,4.111185116,3.000176463,1,5208454
Kibagabaga,Apartment,71,4,2,1,2005,1,1,6.650174052,2.03207593,1,2509149
Kibagabaga,Apartment,190,2,2,3,2008,1,1,6.992694368,2.897409544,1,2590587
Kibagabaga,House,168,2,1,3,2014,1,1,7.078826025,0.842384321,1,5972938
Nyamirambo,Apartment,120,3,1,3,1986,1,1,3.748046847,0.645155274,0,3237210
Nyamirambo,Villa,100,5,1,2,2023,1,0,1.299131971,2.461984217,1,3665532
Gacuriro,Bungalow,233,3,3,1,2013,0,1,9.129219388,1.18859245,1,7109830
Gacuriro,Villa,224,2,3,3,1988,1,0,4.942946764,1.387337853,1,4785067
Remera,House,121,1,1,2,2008,1,1,2.3349256,2.379151637,0,344822
Kicukiro,Apartment,167,5,3,1,2022,1,1,4.567590659,3.79643205,1,7153422
Kimironko,Bungalow,148,4,1,3,1980,1,0,7.43303262,1.047461835,1,4998039
Kacyiru,House,83,4,2,2,2007,0,1,2.572116608,0.058755553,1,1839404
Remera,Villa,195,1,3,2,1997,0,1,4.876001885,1.893941764,1,6370029
Gacuriro,Villa,119,1,2,3,1999,0,1,4.370371597,2.569137188,1,3468236
Gacuriro,House,106,4,3,3,2005,0,1,6.586262636,2.449079543,0,3959374
Kanombe,House,125,1,2,3,1980,1,0,2.859139342,1.595010089,1,3923365
Remera,Bungalow,97,4,2,3,1986,0,0,2.760089125,1.551727,1,4363856
Nyamirambo,Apartment,143,1,3,2,2005,1,1,7.144714062,2.493245887,1,3430759
Kimironko,Bungalow,170,1,3,3,2021,1,1,5.20426113,3.244601127,1,4133559
Gacuriro,House,83,2,2,3,2017,0,1,5.6231642,1.548655021,0,372951
Nyarutarama,Villa,190,3,1,3,2008,0,0,2.531385029,3.347661105,1,2396531
Gacuriro,Villa,245,5,2,2,2020,0,0,2.311505773,1.377912574,0,5987760
Kimironko,House,195,2,3,3,2010,0,1,7.628002937,2.453271961,1,4956313
Gacuriro,Apartment,207,5,2,2,1991,0,1,3.480078123,2.949844586,1,4885197
Kicukiro,Bungalow,157,5,1,1,1986,0,1,7.040971449,0,1,4285497
Kacyiru,House,163,1,2,3,1986,1,0,2.80470001,1.727361687,1,3671385
Kanombe,Villa,210,3,1,3,2013,1,0,4.817850088,1.72075124,1,3053594
Kimironko,Villa,141,5,1,2,2016,1,1,5.961976826,2.125378385,1,7202850
Kibagabaga,House,106,1,1,1,1995,1,1,3.9021651,0,1,3433085
Kacyiru,Villa,155,5,1,3,2018,1,1,4.348258511,2.381664591,1,4867693
Remera,House,138,4,1,2,1998,1,1,2.646145291,3.860491948,0,6248325
Kicukiro,Apartment,187,1,3,1,1997,0,0,5.200525047,1.218743672,1,470601
Kanombe,House,146,2,2,3,2007,1,0,4.679060985,0.763750946,0,3643364
Gacuriro,Villa,70,3,2,1,1997,0,1,5.219288724,0,1,3638632
Nyarutarama,Bungalow,180,5,2,2,2011,1,0,4.98130971,5.356330723,0,6586425
Nyarutarama,Bungalow,139,2,1,1,1986,1,0,2.824152407,0.726594272,1,1754214
Gacuriro,House,144,3,2,3,1993,0,0,0.922272897,1.343865639,1,5931359
Nyarutarama,Bungalow,152,4,3,2,2002,0,1,5.741516616,2.109498304,1,8576903
Kicukiro,Apartment,161,5,1,3,2018,0,1,0.894918971,1.422661262,1,5797278
Nyarutarama,Bungalow,188,5,2,3,1995,1,1,5.209894693,1.417528121,1,5245474
Kicukiro,Villa,213,2,2,3,1985,0,0,5.501067093,1.621045004,1,6283688
Nyarutarama,Bungalow,84,3,1,2,2023,1,1,1.118890155,1.558908979,0,1015618
Kanombe,Villa,163,4,3,3,2007,1,0,4.253145673,3.401737414,0,6767029
Kibagabaga,Apartment,107,5,1,1,2011,0,1,2.324565647,1.383626706,1,4364733
Kicukiro,House,189,5,1,3,2011,1,1,5.699953871,2.507346065,0,6502793
Kicukiro,Villa,174,1,1,1,2009,0,1,4.530819928,1.200969844,1,1655982
Kicukiro,Villa,137,1,2,1,2023,0,0,2.623010284,2.817555797,1,1909080
Gacuriro,Bungalow,193,2,3,1,2015,0,0,7.429249316,2.845091859,1,7255122
Kanombe,Bungalow,161,5,1,3,2015,0,0,7.344337407,2.036445375,1,4281057
Kimironko,Apartment,133,2,1,1,2000,0,0,2.092628476,0.462675354,0,645158
Kanombe,Bungalow,184,2,3,3,2022,0,1,6.895906193,3.662253671,0,4309438
Kimironko,Villa,124,4,2,2,1993,1,1,3.166104691,0.791953588,1,5255011
Kanombe,Bungalow,203,1,1,1,2012,0,0,5.602807252,2.820498552,1,6255114
Nyamirambo,Villa,125,3,2,3,2003,1,1,7.663080189,4.056824695,0,2771195
Remera,Villa,132,1,2,3,1981,1,0,6.39633692,3.193010702,1,-71917
Remera,Villa,50,2,2,2,1988,1,1,3.300949741,2.055461873,1,311704
Kimironko,House,156,1,2,1,1995,0,1,7.842462505,2.533641866,0,3315422
Kanombe,House,219,5,3,1,1999,1,0,2.545254715,3.529661492,1,3588772
Kanombe,Villa,110,2,2,3,1999,0,1,4.34823214,0.762465671,1,4997680
Remera,House,51,1,1,3,2012,1,0,5.044107746,0.267629289,1,-818977
Nyarutarama,Villa,149,1,2,2,2006,0,1,6.283578168,0,1,4007961
Nyarutarama,Apartment,105,3,3,3,2007,0,0,4.680246417,2.427495198,1,5303229
Kimironko,Villa,120,5,2,2,2003,1,0,4.198897293,0.529819312,1,4264210
Kimironko,Bungalow,79,5,3,1,2006,0,1,2.142314094,1.343877855,0,5847503
Nyamirambo,Bungalow,75,3,2,3,1998,1,1,6.096082493,2.596155514,0,2860028
Gacuriro,Villa,143,3,1,1,2011,1,1,3.816240542,3.247017354,1,3516932
Kicukiro,House,142,3,3,3,1997,1,0,6.182597211,2.559464363,0,3418778
Kimironko,House,138,2,1,2,2016,0,0,7.055425746,2.599775238,0,3444940
Kacyiru,House,131,2,2,3,1989,1,1,5.485148128,2.646970464,1,2699142
Gacuriro,Bungalow,168,4,3,2,2019,1,1,5.637250007,1.945147361,1,8586726
Kicukiro,House,120,1,2,3,2018,1,1,0,0.13003136,0,-1034574
Kacyiru,House,232,3,1,2,2014,1,1,5.889320372,0,1,4665744
Kicukiro,Apartment,131,3,3,1,2012,0,0,4.862858417,0.507294151,1,6533367
Kicukiro,Apartment,103,3,2,3,1997,1,1,7.469602788,0.920849042,0,4973407
Nyarutarama,Bungalow,199,4,2,1,2011,0,1,7.284974405,4.045154116,0,6502222
Remera,House,149,2,3,1,2016,0,0,8.204055543,0.775844758,1,3346276
Remera,Bungalow,86,2,3,3,1997,1,0,3.183301293,2.946496553,1,1306819
Remera,House,175,3,1,2,1991,0,1,4.107966041,0.89713952,1,4371196
Kibagabaga,Bungalow,159,2,2,1,1984,0,1,4.129791591,1.398427918,0,2813039
Gacuriro,Bungalow,134,1,2,3,2011,1,1,4.910825164,1.372818268,1,5530164
Kibagabaga,House,152,3,2,1,2008,0,0,6.676271184,3.594207093,1,3021543
Kacyiru,House,135,3,1,2,1987,0,1,6.210625109,1.259800408,1,6082163
Nyarutarama,Villa,153,1,1,3,2010,1,0,4.636200029,3.602434619,1,1775820
Nyamirambo,Apartment,137,5,3,2,2016,1,1,3.642835386,1.126343436,1,3700540
Gacuriro,Apartment,50,5,2,1,2008,0,0,5.514103274,1.278529188,1,1793518
Kimironko,House,126,5,2,2,2016,1,1,3.875786348,1.203328309,0,7600724
Kicukiro,Villa,201,3,2,1,2001,0,0,7.078733851,1.734313286,1,8066510
Nyamirambo,Bungalow,179,4,3,3,1981,1,0,5.398619968,0.761567277,1,9021368
Remera,Apartment,174,3,3,2,1993,0,1,2.923227154,1.212218801,1,5653938
Kibagabaga,Apartment,163,3,1,2,1998,1,0,5.767019041,3.0182204,1,4239191
Remera,Apartment,148,5,3,1,1989,1,1,6.671070236,2.187903793,0,4117092
Remera,Villa,174,2,3,1,2000,0,1,8.217940667,2.762792581,1,347095
Nyamirambo,Apartment,95,2,1,2,2002,1,1,6.250513181,0.673715686,1,3238845
Kacyiru,Bungalow,186,2,3,1,1980,0,1,7.670974855,1.966536187,1,3963060
Remera,Villa,101,2,2,1,2009,1,1,6.774307181,1.759387673,1,-1308464
Kicukiro,Apartment,169,1,1,3,2005,1,1,7.418809806,0.411630939,1,2578956
Kacyiru,Villa,65,5,2,1,2011,0,0,8.533846787,1.057840476,0,1250961
Kicukiro,Apartment,206,5,2,2,1989,0,1,5.712496192,2.05529377,0,3441865
Kicukiro,Bungalow,206,3,3,1,1999,1,0,6.622992876,2.916913196,0,3316656
Kicukiro,Villa,133,1,1,3,2010,0,0,6.238074055,1.208369832,0,3616922
Kacyiru,House,137,4,2,3,1995,1,1,4.032074865,1.048167647,0,4675094
Kimironko,Apartment,123,2,1,3,2010,1,0,5.003529391,0.877968323,1,-135391
Gacuriro,Bungalow,162,2,3,3,1993,1,1,7.66528822,2.153153782,1,5016959
Kacyiru,House,149,3,3,2,1994,0,1,4.903610958,0.554762289,1,2002142
Kimironko,House,283,2,1,1,2005,1,0,3.543344666,2.241726589,1,3131399
Kacyiru,Apartment,67,2,1,3,2010,0,0,3.144573586,1.31797975,1,107725
Remera,Villa,77,3,1,3,2010,0,1,2.833782374,2.221272978,1,2094877
Kacyiru,Bungalow,140,4,2,1,2011,1,1,5.743510877,0.470346942,0,2602693
Kanombe,Bungalow,223,2,2,3,1981,0,1,6.65294529,0.47854278,1,4527512
Kacyiru,Villa,195,1,1,1,1984,1,1,4.844229574,1.391380122,1,3200663
Kicukiro,Villa,174,2,3,3,2009,1,1,5.530563257,1.804873653,1,5279551
Nyarutarama,House,203,4,3,3,2014,0,1,4.511511688,1.785818311,0,5819766
Nyamirambo,Bungalow,147,4,1,3,1998,0,1,5.445370469,1.41435725,1,6155537
Nyarutarama,Bungalow,139,1,2,1,2014,1,0,4.86510917,1.451498796,1,-110923
Kicukiro,Villa,109,4,2,3,1985,1,1,2.827313633,1.404949882,1,3610601
Kicukiro,Apartment,249,5,2,1,2014,1,0,4.393955275,1.476346732,1,5086747
Gacuriro,House,110,5,3,1,1998,1,1,3.993374681,1.355460991,1,7429239
Kanombe,Bungalow,169,5,1,2,1998,0,1,6.855952661,3.145481469,1,6260723
Gacuriro,Bungalow,145,5,2,3,1985,1,0,2.526813732,0.05570243,0,6308670
Kacyiru,Villa,232,3,1,2,2003,0,1,6.854730688,0.909920263,0,148423
Remera,Villa,91,4,2,2,2017,0,1,2.388131167,2.738539518,1,2131872
Remera,House,117,3,1,3,2008,1,1,6.788662415,1.958875986,0,2368474
Gacuriro,Bungalow,83,2,3,2,2004,0,1,6.31871659,2.59038217,1,5736391
Kanombe,Bungalow,143,1,1,3,2011,1,1,3.203193424,1.592843103,1,4396363
Kicukiro,Villa,50,3,2,2,2000,0,1,4.353838854,0.6722406,1,4191848
Gacuriro,House,193,1,1,1,2014,0,1,4.632477802,1.620705309,1,2004985
Gacuriro,Villa,128,5,1,1,2021,1,1,5.42150875,3.395415241,1,7611336
Kibagabaga,Bungalow,228,5,1,3,1992,1,1,4.616474615,1.046006711,1,6028552
Kicukiro,Bungalow,198,4,1,2,1986,1,1,4.084053928,0.691794269,1,170800
Kimironko,Bungalow,132,3,1,1,1991,0,1,7.670261765,1.768020642,0,3246354
Nyarutarama,Apartment,171,2,2,1,2012,0,1,4.61926812,2.779980926,1,10863451
Kibagabaga,House,136,5,1,1,1996,1,1,2.878311144,1.046793506,0,5058988
Gacuriro,Villa,136,2,2,1,2014,0,1,6.986991659,1.319059451,1,966053
Kacyiru,Apartment,143,3,1,2,2017,1,0,6.366340559,1.475078737,1,3555213
Kimironko,House,158,2,3,2,2004,1,1,3.154756055,1.104067224,0,5644902
Kibagabaga,House,97,5,1,2,1988,0,1,8.552778805,1.884805633,1,3907606
Kicukiro,Bungalow,149,2,1,3,1983,0,0,5.217009751,1.818136631,1,4655247
Nyamirambo,Villa,184,2,1,1,2022,0,1,4.396770807,2.076122738,1,4464802
Kicukiro,Apartment,86,2,2,2,2018,1,0,6.256879164,3.061713443,1,5922987
Kibagabaga,House,88,4,1,1,2007,1,1,6.006686749,1.900730498,0,916917
Kibagabaga,Apartment,120,4,1,3,2016,1,0,3.989449847,2.515836989,1,3094930
Gacuriro,Apartment,131,5,3,3,1988,0,0,4.614779467,2.781405748,1,4221367
Remera,Bungalow,67,3,2,1,2007,0,1,7.18088233,1.676381886,1,3692014
Kibagabaga,Apartment,160,2,2,2,1984,1,0,4.542087674,1.422986879,0,2508358
Nyarutarama,House,174,1,1,2,1990,1,0,5.328188955,1.60552355,1,2346655
Kimironko,Bungalow,124,3,1,1,2018,1,0,4.39602374,1.692923811,0,7539402
Kibagabaga,Bungalow,98,3,1,2,1996,0,0,7.262397505,3.127734947,1,3159643
Kimironko,Villa,153,2,3,1,2013,1,1,6.517177111,1.166618631,1,3986281
Kicukiro,Villa,272,1,3,1,1987,0,1,1.712722509,3.28040065,1,3233530
Kibagabaga,Bungalow,203,2,1,2,1988,1,1,8.173157215,3.948306154,1,2119405
Kicukiro,Bungalow,211,2,3,1,2008,1,1,9.823751171,2.677880161,1,7735911
Kicukiro,Bungalow,178,5,1,1,2001,0,0,2.621245022,2.242299182,1,5064193
Nyarutarama,Bungalow,162,4,3,1,2015,1,1,7.503080158,0.982516317,0,6005264
Remera,Bungalow,50,1,2,2,1985,1,1,2.802576285,2.769532022,0,287091
Kicukiro,Villa,139,3,3,1,1982,1,0,4.109971197,1.950551543,1,5253796
Kacyiru,Villa,157,1,1,2,1988,0,0,7.497999379,2.900628848,1,1372500
Kacyiru,Apartment,109,4,1,3,2003,1,0,1.699894142,2.493341233,1,3310945
Remera,Villa,104,3,3,3,1983,1,0,6.748333949,3.197258849,0,5030302
Kibagabaga,Villa,147,5,2,1,2013,1,1,3.366773908,0,1,6745318
Nyamirambo,House,95,5,1,3,2014,1,0,2.156557293,1.330195361,0,8074169
Kanombe,House,249,3,3,2,2005,0,1,6.328596064,2.976405629,1,2949577
Nyarutarama,Apartment,213,2,2,3,2007,1,1,6.411909339,1.695794323,1,6744314
Kibagabaga,Apartment,224,4,1,2,1990,1,1,4.419321767,0,1,7623691
Nyarutarama,Villa,171,2,1,1,2009,1,1,2.625327814,1.696071988,1,1649159
Kibagabaga,House,214,2,2,3,1989,1,0,3.713592111,2.858342539,0,3412084
Gacuriro,Villa,205,4,2,1,2015,1,1,2.257492167,0.69470826,1,6558961
Kimironko,House,64,1,1,2,2003,1,0,5.335581444,1.70326702,1,5207434
Nyarutarama,Apartment,196,4,2,3,2001,0,1,4.971979913,3.435086526,1,6739090
Kimironko,Villa,124,3,3,2,2009,1,1,3.352769366,3.050802428,1,7896879
Kanombe,Villa,163,2,2,3,1998,1,1,5.310679964,3.387000085,1,5613422
Gacuriro,Villa,233,4,1,1,1988,0,1,6.278840191,2.898479895,1,2267668
Kibagabaga,Villa,50,3,1,1,1984,0,1,7.833375636,2.732513065,0,1313527
Remera,Villa,71,3,2,3,1996,0,1,2.184108219,1.484549359,1,2408338
Kacyiru,House,132,4,3,2,1990,0,0,4.32431083,2.549288724,0,1073357
Kanombe,Bungalow,108,3,1,3,2002,1,0,9.256542172,1.767756591,1,3229327
Kimironko,Villa,266,2,3,3,1989,0,0,9.56780455,0.496694526,1,6973185
Kanombe,Villa,181,1,1,1,2002,1,0,0.71493316,1.127352784,1,-223706
Nyamirambo,House,177,3,3,2,2017,0,1,6.245300371,1.640618247,0,7282063
